Incident No.,Incident Type,Incident Date,Discovery Date,Country Role,Region,Country,City/Region,Location Type,Origin if known,Transit if known,Destination if known,Report grading,Verif means,Ultimate source type,Ult. Verif. Source,Ult. Source Reliability,Orig. Source Type,Medium,Original Source,Day,Month,Year,Day (+/-),Month (+/-),# Cheetahs,Units,Incident Description,Confiscated,Surrendered,Alive,Died,LTF/ UNK Fate,Action Taken,Outcome,Detecting agency,POI Assigned ID,Other info / URL
PT-2017-144,Possession/trade,10/10/2017,01/10/2020,T/D,Middle East,Saudi Arabia,Riyadh,Online,,,,D,Image,E,Original source,F,C,eCommerce,haraj.com.sa,10,10,2017,,,1,Live,(Code 623-001): Age: 1Y6M; Sex: 1F; Price: 38000 SAR,0,0,0,0,1,,,Does not apply,POI/WB-623,
PT-2017-145,Possession/trade,11/10/2017,07/10/2020,T/D,Middle East,Saudi Arabia,,Online,,,,D,Image,E,Original source,F,C,eCommerce,haraj.com.sa,11,10,2017,,,1,Live,(Code 645-001): Age: 9M; Sex: 1F; Price: UNK ,0,0,0,0,1,,,Does not apply,POI/WB-645,
PT-2017-146,Possession/trade,12/10/2017,12/10/2017,O/T,East Africa,Somaliland,"Burao, Burco",Rural area,,,,D,Unable to verify,E,Seller,F,A,Email,SLD field team,12,10,2017,,,4,Live,cubs (name and phone # on file),0,0,0,0,4,Contacted dealer but he was suspicious and refused to show the cheetahs.,Unable to take action.,Does not apply,POI-07,
PT-2017-147,Possession/trade,21/10/2017,21/10/2017,O/T,East Africa,Somaliland,"Boroma, Boorama",Hotel,,,,A,Site visit,C,Original source,A,A,Email,SLD field team,21,10,2017,-7,,2,Live,cubs added to collection at RAYS Hotel (image on file),0,0,0,0,2,"Reported to Reg Coordinator, who will request police to confiscate. Attempts were made to locate them. Cubs disappeared a few days later, believed to have been returned to the dealer. 2017-11-18: In Berbera they believe to know now the vehicle and its plate number which should ferry the cubs from Sheekh to Berbera. Some check points are apparently informed. ",Unknown outcome,Does not apply,POI-72,
PT-2017-148,Possession/trade,22/10/2017,15/06/2018,T/D,Middle East,Saudi Arabia,,Online,,,,D,Image search,E,Original source,F,C,Social Media,instagram.com,22,10,2017,,,1,Live,(Code 397-001): Age: 2Y; Sex: 1M; Price: UNK (sold),0,0,1,0,0,,1-Jan-18: Sold,Does not apply,POI/WB-397,
PT-2017-149,Possession/trade,01/11/2017,01/11/2017,O/T,East Africa,Somaliland,Las Anod,Army compound,,,,D,Unable to verify,A,Min Environment,A,A,Email,SLD field team,1,11,2017,-7,,1,Live,cheetah (cub?) is in a box with an army commander in Las Anood. It is not known whether his intention is to sell it or to keep it. Reported by the wildlife Director.,0,0,0,0,1,Under investigation.,Ministry unable to take action.,Does not apply,Unknown,
PT-2017-150,Possession/trade,01/11/2017,01/11/2017,O/T,East Africa,Somaliland,Las Anod,Rural area,,,,D,Unable to verify,A,Min Environment,A,A,Email,SLD field team,1,11,2017,-7,,5,Live,"cubs given as a gift to a Sultan on his inauguration. The Sultan is a brother of the State Minister of Ministry of Agriculture. We don’t know whether the Sultan wants to keep the cubs, sell them or simply wants to get writ of them. Reported by Wildlife Director.",0,0,0,0,5,Under investigation.,Ministry unable to take action.,Does not apply,Unknown,
PT-2017-151,Possession/trade,09/11/2017,17/12/2017,O,East Africa,Tanzania,TPC Namalok Reserve,Bush,,,,A,Photos,C,Original source,A,D,Email,Kilimanjaro Animal CREW (KAC) (in litt. 2017),9,11,2017,,,1,Live,adult (est 3 y/o) male found extremely emaciated and with injuries; suspected to have been previously captive but not confirmed.,0,0,1,0,0,Fed in the wild for over a month; later darted and placed under the care of KAC. Approached CCF for advice.,No known outcome.,Does not apply,Unknown,
PT-2017-152,Possession/trade,10/11/2017,24/04/2018,D,Middle East,Bahrain,,Online,,,,D,Image search,E,Original source,F,C,Social Media,instagram.com,10,11,2017,,,1,Live,(Code 002-003): Age: 4M; Sex: 1U; Price: pet?,0,0,0,0,1,,,Does not apply,POI/WB-002,
PT-2017-153,Possession/trade,12/11/2017,18/11/2018,T/D,Middle East,Saudi Arabia,,Online,,,,D,Image search,E,Original source,F,C,Social Media,instagram.com,12,11,2017,,,1,Live,(Code 126-007): Age: 3M; Sex: 1F; Price: UNK,0,0,0,0,1,,,Does not apply,POI/WB-126,
PT-2017-154,Seizure,13/11/2017,14/08/2018,D,So Asia,Bangladesh,Jashore,Chachra checkpost,,,,E,Unable to confirm species,D,Original source,B,C,Media,Prothom Alo (BA),13,11,2017,,,2,Live,"cubs and 2 lion cubs confiscated from five individuals at Chanchra check post of Jashore. A man named Jasim asked them to take the cubs to Jashore. They rented the Prado that was carrying a number of cages, with Tk 30,000 from Jashim Uddin Road of Uttara in the capital. Both cubs died shortly.",2,0,0,2,0,"""[POI-103, 104] controlled the whole matter of animal trafficking in Jashore,"" said Jashore police super Anisur Rahman.  [POI-107], from Mirpur-12, has been named in the cubs trafficking case.","Jashore police said the chief defendant POI-106 received bail surrendering at the court before the charge sheet was submitted. Anisur Rahman though said the Interpol has issued a red alert on him. [POI-105, 106] were granted bail a few days after they were sent to jail. The Prado vehicle was seized as evidence of the lion and cheetah trafficking.",Jashore police,POI-79 x 4,https://en.prothomalo.com/bangladesh/news/181547/Animal-trafficking-via-Bangladesh-continues
PT-2017-155,Possession/trade,17/11/2017,29/05/2019,T/D,Middle East,Saudi Arabia,,Online,,,,D,Image search. Known Individual.,E,Original source,B,C,Social Media,instagram.com,17,11,2017,,,1,Live,(Code 406-026): Age: Adult; Sex: 1U; Price: 45000 SAR,0,0,0,0,1,,,Does not apply,POI/WB-406,
PT-2017-156,Possession/trade,18/11/2017,18/11/2017,O/T,East Africa,Somaliland,"Sheeikh, Shiikh",Rural area,,,,D,Unable to verify,A,Min Environment,B,A,Email,SLD field team,18,11,2017,-7,,3,Live,"cubs ""close to Sheekh also in link with a perhaps UAE national. It was then planned to move the cubs in a vehicle with in an election campaigning convoy to Berbera. """,0,0,0,0,3,"""The regional coordinator in Berbera believed then to have the plate number of the vehicle and informed checkpoints between Sheekh and Berbera. If they have been moved on from Berbera to the West then there was a last chance to intercept them in El Sheek at the coast but also this hasn’t happened.""",Unknown outcome,Does not apply,POI-80,
PT-2017-157,Possession/trade,18/11/2017,04/06/2020,T/D,Middle East,Saudi Arabia,,Online,,,,D,Image search,E,Original source,F,C,Social Media,instagram.com via research volunteer (27),18,11,2017,,,1,Live,(Code 474-001): Age: Adult; Sex: 1U; Price: 100000 SAR,0,0,0,0,1,,,Does not apply,POI/WB-474,
PT-2017-158,Possession/trade,18/11/2017,04/06/2020,T/D,Middle East,Saudi Arabia,,Online,,,,D,Image search,E,Original source,F,C,Social Media,instagram.com via research volunteer (27),18,11,2017,,,1,Live,(Code 474-002): Age: 10M; Sex: 1U; Price: UNK,0,0,0,0,1,,,Does not apply,POI/WB-474,
PT-2017-159,Possession/trade,18/11/2017,04/06/2020,T/D,Middle East,Saudi Arabia,,Online,,,,D,Image search,E,Original source,F,C,Social Media,instagram.com via research volunteer (27),18,11,2017,,,2,Live,(Code 474-003): Age: 5M; Sex: 2U; Price: UNK,0,0,0,0,2,,,Does not apply,POI/WB-474,
PT-2017-160,Possession/trade,12/12/2017,18/01/2018,O,Southern Africa,Namibia,,Rural area,,,,A,Direct,C,Original source,A,C,Annual Report,CCF Annual Report 2017,12,12,2017,,,2,Live,18 and 8-mo old cubs surrendered,0,2,2,0,0,,Transferred to rescue center. Studbook # on file. ,Unknown,Unknown,https://cheetah.org/resource-library/2017-annual-report/
PT-2017-161,Possession/trade,12/12/2017,09/12/2019,D,Middle East,UAE,Dubai,Unknown,,,,B,Zoo or rescue center report,B,Original source,A,C,Database,Int'l Cheetah Studbook (2018),12,12,2017,,,2,Live,"cubs (M,F) of UNK origin",0,0,2,0,0,,Studbook # on file. Not reported as confiscation.,Does not apply,Unknown,https://cheetah.org/resource-library/2018-international-studbook/
PT-2017-162,Possession/trade,17/12/2017,29/05/2019,T/D,Middle East,Saudi Arabia,,Online,,,,D,Image search. Known Individual.,E,Original source,B,C,Social Media,instagram.com,17,12,2017,,,1,Live,(Code 406-028): Age: 4M; Sex: 1U; Price: 38000 SAR,0,0,0,0,1,,,Does not apply,POI/WB-406,
PT-2017-163,Seizure,23/12/2017,23/12/2017,O/T,East Africa,Somaliland,Toon,Rural area,,,,A,Seizure,C,Original source,A,A,Email,SLD field team,23,12,2017,,,4,Live,"cubs/sub-adults for sale 25 km south of Hargeysa. (Dealer's name and phone # on file), who is with the Somaliland Army.",1,0,0,4,0,"Requested intervention by MoERD. Wildlife Director travelled to Toon and called the dealer, who informed him that the cubs had been ""returned to Ethiopia."" ","31-Dec-17: One cub ~3 months confiscated and taken under the care of SLD field team. Attempting to find the other two, reportedly purchased by staff from the Presidency. 3-Jan-18: Cub died due to intestinal obstruction due to a tight rope that had been tied around its waist. 24-Jan-18: Wildlife Director returned to location and found two dead cubs on a tree and a third one shallowly buried (images on file).",MoERD,POI-10,
PT-2017-164,Seizure,24/12/2017,27/12/2017,O,Middle East,Iran,Tehran,Unknown,,,,A,Official report,A,Dept Environment,B,C,Media,"Tehran Times (IR), Financial Tribune (IR)",24,12,2017,,,1,Live,8-mo old cub confiscated from animal-trafficking band in Tehran reported by Iran’s Department of Environment. Cub had been kept captive for 3 months.,1,0,1,0,0,,"""So far three offenders involved in the smuggling have been arrested and a fourth suspect is wanted by police,"" Naqi Mirzakarimi, head of protection unit at the DOE said, adding that the culprits have been referred to judicial authorities and the details of the case will be released once the investigations are complete. Cheetah transferred to Pardisan Park research center.",Department of Environment,Unknown x 3,"http://www.tehrantimes.com/news/419754/Cheetah-cub-saved-from-smugglers, https://financialtribune.com/articles/environment/78768/cheetah-cub-in-rehabilitation, https://www.youtube.com/watch?v=6SF2xAxy-D8, https://twitter.com/doe_ir/status/945353384927821824; "
PT-2017-165,Possession/trade,26/12/2017,04/05/2018,D,Middle East,UAE,,Online,,,,D,Image search. Known Individual.,E,Original source,B,C,Social Media,instagram.com,26,12,2017,,,2,Live,(Code 004-014): Age: Adult; Sex: 2U; Price: UNK,0,0,0,0,2,,,Does not apply,POI/WB-004,
PT-2017-166,Possession/trade,29/12/2017,01/10/2020,T/D,Middle East,Saudi Arabia,,Online,,,,D,Image,E,Original source,F,C,eCommerce,haraj.com.sa,29,12,2017,,,1,Live,(Code 616-001): Age: Adult; Sex: 1U; Price: Unk ,0,0,0,0,1,,,Does not apply,POI/WB-616,
PT-2018-001,Seizure,04/01/2018,22/05/2018,O,Southern Africa,Namibia,Windhoek,Private home,,,,A,Annual Report,A,"Min Env and Tourism, CITES MA",B,C,Newsletter/Media,"On the Trail no. 20, p 115, The Namibian (NA)",4,1,2018,,,1,Skin,"along with a rhinoceros horn, 60 pieces of ivory, a leopard head skin found during police raid.  The wealthy Chinese pensioner (80 y/o) has been living in the country for 17 years. He was arrested on January 2nd when his house in the posh Windhoek suburb of Ludwigsdorf was searched. Lai Yau Ruan did not have a permit that would allow him to possess these trophies.",1,0,0,1,0,"Bail for Lai Yau Ruan was set at N$180,000 ($14,580 US). Per CITES MA: 6 Jan 2018 One subject charged with possession. Case pending.",2018-10-24: Scheduled for trial on 2018-11-29; could get up to 20 yrs in prison.,Local police,POI-81,"http://www.robindesbois.org/wp-content/uploads/ON_THE_TRAIL_20.pdf, https://www.namibian.com.na/174859/archive-read/Chinese-man-faces-trial-on-wildlife-charges, https://n-c-e.org/sites/default/files/2020-04/MET_Annual-Report_Wildlife-Crime_2019_Final-Print_re4-online_200323s.pdf"
PT-2018-002,Possession/trade,12/01/2018,12/01/2018,D,Middle East,UAE,,Rural area,,,,D,Source credibility. Known Individual.,C,Original source,B,D,Phone App,WhatsApp chat group via confidential informant (02),12,1,2018,,,6,Live,"(Code 321-006): cubs for sale (2 died) for 70000 AED, plus 4 white lions, 10 tigers and 4 leopards through Syrian dealer, known for selling big cats. 70,000 AED each. ",0,0,0,2,4,,,Does not apply,POI/WB-321,
PT-2018-003,Possession/trade,27/01/2018,27/01/2018,O/T,East Africa,Somaliland,Las Anod,Rural area,,,,B,Investigation,A,Original source,A,B,Email,MoERD Wildlife Director (Somaliland),27,1,2018,,,1,Live,cheetah with colonel (name on file) related to a Minister in the Cabinet. ,0,0,1,0,0,"""Owner said that the cheetah with him is perfectly all right. He doesn’t intent to give him (a male) up, instead he intends to organise additionally a female."" MOERD attempting confiscation through Army Commander.","Minister instructed to leave the cubs with the ""owner""",Does not apply,POI-83,
PT-2018-004,Possession/trade,27/01/2018,27/01/2018,O/T,East Africa,Somaliland,Hargeisa - Sha'ab or Shaba,Private home,,,,A,Site visit,C,Original source,A,A,Email,SLD field team,27,1,2018,,,1,Live,"juvenile cheetah in poor condition in Sha'ab area, owner's name on file. GIZ has been visiting the cheetah and providing some care (incl vaccines).",0,0,0,0,1,Attempting confiscation. Provided location coordenates to Wildlife Director.,"9-Apr-18: Information about preparation for confiscation was leaked to the owner, presumably by a government employee.",Does not apply,Unknown,
PT-2018-005,Possession/trade,27/01/2018,27/01/2018,O/T,East Africa,Somaliland,Las Anod,Rural area,,,,B,Investigation,A,Min Environment,A,B,Email,MoERD Wildlife Director (Somaliland),27,1,2018,,,3,Live,"new-born cubs involving the ""driver of a Minister in the Cabinet (see PT-2018-06). GAA contacted Minister of Env who approved contacting driver's boss. Driver insisted he went looking for the cubs with the police but couldn't find them.",0,0,0,0,3,Under investigation.,"Senior official instructed his driver to leave the cubs with the ""owner""",Does not apply,POI-82,
PT-2018-006,Possession/trade,28/01/2018,07/02/2020,D,Middle East,UAE,Dubai,Unknown,,,,B,Zoo or rescue center report,B,Original source,A,C,Database,Int'l Cheetah Studbook (2018),28,1,2018,,,3,Live,cubs of UNK origin,0,0,3,0,0,,Studbook # on file. Not reported as confiscation.,Does not apply,Unknown,https://cheetah.org/resource-library/2018-international-studbook/
PT-2018-007,Seizure,31/01/2018,02/04/2018,D,Europe,Spain,Calviá,Private home,,,,B,Video. Unable to verify species.,A,Guardia Civil,B,C,Newsletter/Media,"On the Trail no. 20, p 128; Diario de Mallorca (ES)",31,1,2018,,,1,Trophy,"cheetah trophy (unspecified) seized with lions, leopards, crocodiles, brown bears, elephant feet turned into stools, great ape hands turned into ashtrays (total 69 trophies). Calviá, Autonomous Community of the Balearic Islands, Spain, on 2018-01-24. The taxidermist used the internet to sell his merchandise. Video included in article Diario de Mallorca.",1,0,0,1,0,,Seized as part of OPERATION LOXODONTA in January 2018. ,SEPRONA,Unknown,"http://www.robindesbois.org/wp-content/uploads/ON_THE_TRAIL_20.pdf, https://www.diariodemallorca.es/sucesos/2018/01/31/detenido-contrabando-animales-disecados-vendia/1283845.html, https://www.guardiacivil.es/es/prensa/noticias/6919d.html"
PT-2018-008,Seizure,10/02/2018,22/02/2018,O,Southern Africa,Botswana,Tsabong,Rural area,,,,C,Photo,C,Original source,B,C,Media,The Gazette News (BO),10,2,2018,,,1,Live,"cheetah found still alive but in bad state, caged and dehydrated. Police tipped on 5-Feb-18.",1,0,1,0,0,"Six arrested and later leader of cheetah smuggling sindicate. If found guilty, they are liable to a minimum fine of P10,000 or 7 years in prison. Plans were to smuggle the big cat to an unidentified South African white farmer across the Botswana-South African border. ",The cheetah was however recently released from the safe custody of the BDF base in Tsabong and back to the game reserve,"Wildlife wardens, Botswana Defense Force (BDF), Botswana Police","POI-96, POI-97",http://www.thegazette.news/cheetah-smugglers-nabbed/
PT-2018-009,Possession/trade,21/02/2018,15/06/2018,T/D,Middle East,Saudi Arabia,,Online,,,,D,Image search,E,Original source,F,C,Social Media,instagram.com,21,2,2018,,,1,Live,(Code 397-002): Age: 3M; Sex: 1U; Price: UNK,0,0,0,0,1,,,Does not apply,POI/WB-397,
PT-2018-010,Possession/trade,21/02/2018,07/02/2020,D,Middle East,UAE,Dubai,Unknown,,,,B,Zoo or rescue center report,B,Original source,A,C,Database,Int'l Cheetah Studbook (2018),21,2,2018,,,7,Live,various ages cheetahs of UNK origin,0,0,7,0,0,,Studbook # on file. Not reported as confiscation.,Does not apply,Unknown,https://cheetah.org/resource-library/2018-international-studbook/
PT-2018-011,Posession/trade,22/02/2018,25/08/2020,T/D,Middle East,Saudi Arabia,,Online,,,,D,Image search,E,Original source,F,C,Social Media,instagram.com,22,2,2018,,,1,Live,(Code 565-001): Age:  10M; Sex:  1F; Price: Unk,0,0,0,0,1,,,Does not apply,POI/WB-565,
PT-2018-012,Possession/trade,26/02/2018,29/05/2019,T/D,Middle East,Saudi Arabia,,Online,,,,D,Image search. Known Individual.,E,Original source,B,C,Social Media,instagram.com,26,2,2018,,,1,Live,(Code 406-031): Age: Adult; Sex: 1U; Price: 40000 SAR,0,0,0,0,1,,,Does not apply,POI/WB-406,
PT-2018-013,Possession/trade,06/03/2018,06/03/2018,O/T,East Africa,Somaliland,"Erigavo, Ceerigabo, Erigabo",Rural area,,,,A,Direct,C,Original source,A,A,Email,SLD field team,6,3,2018,-7,,3,Live,cubs in South of Erigavo in Dulbahante tribal area.,0,0,0,0,3,Negotiating handover. Minister of Environment will write tomorrow morning a letter to secure save passage from there to Hargeisa. SLD field team staff planning to go with one or two police officers and potentially Ahmed earliest tomorrow late morning.,No action.,Does not apply,Unknown,
PT-2018-014,Possession/trade,09/03/2018,15/06/2018,D,Middle East,UAE,,Online,,,,D,Image search. Known Individual.,E,Original source,B,C,Social Media,instagram.com,9,3,2018,,,1,Live,(Code 321-007): Age: Adult; Sex: 1U; Price: UNK,0,0,0,0,1,,,Does not apply,POI/WB-321,
PT-2018-015,Possession/trade,15/03/2018,04/05/2018,D,Middle East,UAE,,Online,,,,D,Image search. Known Individual.,E,Original source,B,C,Social Media,instagram.com,15,3,2018,,,2,Live,(Code 004-015): Age: Sub-Adult; Sex: 2U; Price: UNK,0,0,0,0,2,,,Does not apply,POI/WB-004,
PT-2018-016,Possession/trade,22/03/2018,22/03/2018,O/T,East Africa,Somaliland,Hargeisa,Private zoo,,,,A,Site visit,C,Original source,A,A,Email,SLD field team,22,3,2018,,,3,Live,cubs with (POI12) (photo of one posted on FB).,0,0,0,3,0,Reported to MoERD,Jun-2018: 3 cubs reported as dead. ,Does not apply,POI-12,
PT-2018-017,Possession/trade,26/03/2018,15/06/2018,T/D,Middle East,Saudi Arabia,Riyadh,Online,,,,D,Image search,E,Original source,F,C,eCommerce,haraj.com.sa,1,5,2018,,,1,Live,(Code 399-002): Age: 1Y; Sex: 1M; Price: UNK,0,0,0,0,1,,,Does not apply,POI/WB-399,
PT-2018-018,Possession/trade,01/04/2018,01/04/2018,T,Middle East,Yemen,,Unknown,Somalia/Somaliland,,,A,Photos,C,Original source,B,D,Phone App,WhatsApp chat group via confidential informant (02),1,4,2018,,,8,Live,"cubs for sale for $16,000 each (approx 3-5 months' old) probably in Yemen or Saudi Arabia.",0,0,0,0,8,Attempting to obtain further information.,Unable to confirm.,Does not apply,Unknown,
PT-2018-019,Possession/trade,03/04/2018,03/04/2018,O/T,East Africa,Somaliland,Kalabyt or Kalabayd / Las Anod area,Rural area,,,,D,Unable to verify,D,Informant,F,A,Email,SLD field team,3,4,2018,-7,,5,Live,cubs reported the Kalabyt / Las Anood area,0,0,0,0,5,Under investigation. Informant and broker's details on file.,Contact lost.,Does not apply,POI-84,
PT-2018-020,Possession/trade,20/04/2018,15/06/2018,T/D,Middle East,Saudi Arabia,Riyadh,Online,,,,D,Image search,E,Original source,F,C,eCommerce,haraj.com.sa,15,3,2018,,,1,Live,(Code 399-001): Age: 3Y8M; Sex: 1F; Price: UNK,0,0,0,0,1,,,Does not apply,POI/WB-399,
PT-2018-021,Possession/trade,26/04/2018,26/04/2018,O/T,East Africa,Somaliland,Hargeisa,Private home,,,,B,Official report,A,Min Environment,A,A,Email,SLD field team,26,4,2018,,,2,Live,unk age cheetahs at Min of Trade's house reported by Wildlife Director.,0,0,0,2,0,Min Shukri has talked to him and he considers perhaps to give them up. ,5-Jul-18: One cheetah possibly transferred to RAYS hotel; second one assumed death. SLD field team investigating and has reported to Ministry. 6-Jul-2018: Both cheetahs confirmed dead.,Does not apply,Unknown,
PT-2018-022,Possession/trade,29/04/2018,29/04/2018,T,Middle East,Oman,,Unknown,,Yemen,UAE,D,Source credibility. Known Individual.,D,Original source,B,D,Whatsapp,Confidential informant (02),29,4,2018,10,,5,Live,cubs will arrive in Oman in 10 days through Yemen.,0,0,0,0,5,,"Unable to report - location not disclosed, but dealer reported to CITES and INTERPOL. However filed report to Crime Whistleblower Initiative on 12-Oct-16",Does not apply,POI-85,
PT-2018-023,Possession/trade,05/05/2018,05/05/2018,T,Middle East,Yemen,,Unknown,Somalia/Somaliland,,,D,Video,C,Original source,B,D,Phone App,WhatsApp chat group via confidential informant (02),5,5,2018,,,3,Live,cubs offered for sale (video on file) possibly from Yemen or Somalia. Video is in Somali.,0,0,0,0,3,,Unable to report - location not disclosed,Does not apply,Unknown,
PT-2018-024,Seizure,10/05/2018,11/05/2018,O/T,East Africa,Somaliland,Caadadley (Adadley) District,Rural area,,,,A,Seizure,C,Rescue center or Zoo,A,D,Email,Nature Somaliland (in litt. 2018),10,5,2018,,,2,Live,"cub and adult cheetahs reported by Nature Somaliland ""captive and awaiting  buying traffickers in Adadley District. It's two poachers with one cheetah each. One fully grown and the other much younger."" Informed Minister Shukri, MoERD DG and GIZ. Also trying to locate the Adaadley District Commissioner, Mr Omer Nuur. (Closer to Oodweyne District).",2,0,2,0,0,SLD field team working with MoERD.,12-May-18: Confiscated and under SLD field team care.,"MoERD, Police",Unknown,
PT-2018-025,Possession/trade,13/05/2018,15/06/2018,T/D,Middle East,Saudi Arabia,Riyadh,Online,,,,E,Unable to verify,E,Original source,F,C,eCommerce,haraj.com.sa,15,6,2018,,,1,Live,(Code 400-001): Age: <1Y; Sex: 1U; Price: UNK,0,0,0,0,1,,,Does not apply,POI/WB-400,
PT-2018-026,Possession/trade,21/05/2018,15/06/2018,T/D,Middle East,Saudi Arabia,,Online,,,,D,Image search,E,Original source,F,C,Social Media,instagram.com,21,5,2018,,,1,Live,(Code 123-003): Age: 8M; Sex: `1U; Price: UNK,0,0,0,0,1,,,Does not apply,POI/WB-123,
PT-2018-027,Possession/trade,23/05/2018,19/10/2018,T/D,Middle East,Saudi Arabia,,Online,,,,D,Image search. Known Individual.,E,Original source,B,C,Social Media,instagram.com,23,5,2018,,,2,Live,(Code 435-003): Age: Adult; Sex: 2U; Price: UNK,0,0,0,0,2,,,Does not apply,POI/WB-435,
PT-2018-028,Possession/trade,27/05/2018,15/06/2018,T/D,Middle East,Saudi Arabia,Mecca,Online,,,,D,Image search. Known Individual.,E,Original source,B,C,Social Media,instagram.com,27,5,2018,,,1,Live,(Code 124-014): Age: 6M; Sex: 1U; Price: 35000 SAR,0,0,0,0,1,,,Does not apply,POI/WB-124,
PT-2018-029,Seizure,31/05/2018,27/08/2020,D,Europe,Spain,,Unknown,,,,E,Unable to confirm species.,A,Dept. Interior Spain,B,B,Web site,Spain Dept. of Interior,31,5,2018,,-1,UNK,Skin,"Seizures during Operation Thunderstorm include over 3800 cacti, over 100 ivory pieces, naturalized lions, cheetah and zebra skin, etc.",UNK,0,0,UNK,0,,104 people were detained.,"SEPRONA, Basque Police, National Guard",Unknown,https://www.youtube.com/watch?v=kayN6pXkSMo
PT-2018-030,Possession/trade,19/06/2018,19/06/2018,O/T,East Africa,Somaliland,Hargeisa,Unknown,,,,A,Direct/Photos,C,Original source,A,A,Email,SLD field team,19,6,2018,,,1,Skin,offered for sale.,0,0,0,1,0,Will try to see it to confirm.,Photo on file.,Does not apply,Unknown,
PT-2018-031,Possession/trade,26/06/2018,29/06/2018,T/D,Middle East,Saudi Arabia,,Online,,,,F,Unable to verify,E,Original source,F,C,eCommerce,haraj.com.sa,26,6,2018,,,2,Live,(Code 409-001): (At least 2 cub): Age: 3-6M; Sex: unk; Price: UNK,0,0,0,0,2,,,Does not apply,POI/WB-409,
PT-2018-032,Possession/trade,30/06/2018,30/06/2018,D,Middle East,UAE,Dubai,Online,,,,D,Image search. Known Individual.,E,Original source,B,C,Social Media,instagram.com,30,6,2018,,,1,Live,(Code 321-008): Age: Adult; Sex: 1U; Price: UNK,0,0,0,0,1,,,Does not apply,POI/WB-321,
PT-2018-033,Possession/trade,05/07/2018,08/11/2018,D,Americas,Mexico,,Online,,,,D,Video,E,Original source,B,C,Social Media,facebook.com,5,7,2018,,,2,Live,(Code 440-001): Age: Adult; Sex: 2U; Price: UNK,0,0,0,0,2,,,Does not apply,POI/WB-440,
PT-2018-034,Possession/trade,08/07/2018,06/10/2020,T/D,Middle East,Saudi Arabia,,Online,,,,D,Image,E,Original source,F,C,eCommerce,haraj.com.sa,8,7,2018,,,1,Live,(Code 639-001) Embalmed. Age: Adult; Sex: 1U; Price: Unk,0,0,0,1,0,,,Does not apply,POI/WB-639,
PT-2018-035,Possession/trade,16/07/2018,05/08/2018,D,So Asia,Pakistan,,Online,So Africa,,,D,Video,E,Original source,F,C,Social Media,facebook.com,16,7,2018,,,4,Live,(Code 467-001): Age: 4M; Sex: 4U; Price: 16000 USD,0,0,0,0,4,,,Does not apply,POI/WB-467,
PT-2018-036,Possession/trade,18/07/2018,07/10/2020,T/D,Middle East,Saudi Arabia,,Online,,,,D,Image,E,Original source,F,C,eCommerce,haraj.com.sa,18,7,2018,,,1,Live,(Code 649-001): Age: Cub; Sex: 1U; Price: UNK ,0,0,0,0,1,,,Does not apply,POI/WB-649,
PT-2018-037,Possession/trade,21/07/2018,21/07/2018,O/T,East Africa,Somalia,Buuhoodle,Border town,,,,C,Photos,C,Original source,B,D,Whatsapp,Confidential informant (07),21,7,2018,,,3,Live,cubs for sale approx 4 months (images on file),0,0,0,0,3,,Unable to report - location not disclosed,Does not apply,Unknown,
PT-2018-038,Possession/trade,22/07/2018,24/07/2018,T/D,Middle East,Saudi Arabia,Riyadh,Online,,,,D,Image search. Known Individual.,E,Original source,B,C,Social Media,instagram.com,22,7,2018,,,5,Live,(Code 134-037): Age: 5M; Sex: 5U; Price: 23000 SAR,0,0,0,0,5,,,Does not apply,POI/WB-134,
PT-2018-039,Possession/trade,23/07/2018,23/07/2018,T/D,Middle East,Saudi Arabia,,Private home,,,,B,Video. Known Individual,D,Original source,B,D,WhatsApp,WhatsApp chat group via confidential informant (02) ,23,7,2018,,,5,Live,(Code 017-028): Age: 3-5M; Sex: 5U; Price: 80000 SAR,0,0,0,0,5,,,Does not apply,POI/WB-017,
PT-2018-040,Possession/trade,24/07/2018,28/05/2019,T/D,Middle East,Saudi Arabia,,Online,,,,D,Image search. Known Individual.,E,Original source,B,C,Social Media,instagram.com,24,7,2018,,,2,Live,(Code 406-032): Age: 3M; Sex: 2U; Price: 30000 SAR,0,0,0,0,2,,,Does not apply,POI/WB-406,
PT-2018-041,Possession/trade,30/07/2018,28/05/2019,T/D,Middle East,Saudi Arabia,,Online,,,,D,Image search. Known Individual.,E,Original source,B,C,Social Media,instagram.com,30,7,2018,,,1,Live,(Code 406-033): Age: 2Y2M; Sex: 1F; Price: 35000 SAR,0,0,0,0,1,,,Does not apply,POI/WB-406,
PT-2018-042,Possession/trade,31/07/2018,18/08/2018,T/D,Middle East,Saudi Arabia,Riyadh,Online,,,,D,Image search,E,Original source,F,C,eCommerce,haraj.com.sa,31,7,2018,,,1,Live,(Code 430-002): Age: 1Y2M; Sex: 1F; Price: 45000 SAR,0,0,0,0,1,,,Does not apply,POI/WB-430,
